hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",Acute Care Hospitals,4,1,0,58422.0,20730.0
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,Acute Care Hospitals,3,0,3,31805.0,14931.0
KONA COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,62413.0,3380.0
ST JOSEPH REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,1,0,52285.0,34848.0
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,Acute Care Hospitals,4,2,0,49712.0,32449.0
ST MARYS HOSPITAL,Acute Care Hospitals,3,0,2,53892.0,35563.0
KISHWAUKEE COMMUNITY HOSPITAL,Acute Care Hospitals,4,0,1,41539.0,45644.0
ADVENTIST BOLINGBROOK HOSPITAL,Acute Care Hospitals,4,0,0,72403.0,52791.0
LUTHERAN HOSPITAL OF INDIANA,Acute Care Hospitals,2,1,0,66358.0,28952.0
LAWRENCE MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,0,35893.0,28912.0
SAINT JOSEPH LONDON,Acute Care Hospitals,4,0,1,39275.0,22721.0
OPELOUSAS GENERAL HEALTH SYSTEM,Acute Care Hospitals,2,0,0,28843.0,39183.0
CHRISTUS ST FRANCES CABRINI HOSPITAL,Acute Care Hospitals,3,0,1,32843.0,23297.0
NORTHERN LIGHT MERCY HOSPITAL,Acute Care Hospitals,4,1,0,38876.0,17156.0
YORK HOSPITAL,Acute Care Hospitals,4,1,1,87329.0,9838.0
MID COAST HOSPITAL,Acute Care Hospitals,4,0,0,58125.0,20523.0
MEDSTAR MONTGOMERY MEDICAL CENTER,Acute Care Hospitals,3,1,0,128475.0,26848.0
MEDSTAR SAINT MARY'S HOSPITAL,Acute Care Hospitals,4,0,1,100569.0,14164.0
UNION HOSPITAL OF CECIL COUNTY,Acute Care Hospitals,2,1,0,67882.0,44397.0
"COOLEY DICKINSON HOSPITAL INC,THE",Acute Care Hospitals,4,0,0,57485.0,15729.0
FALMOUTH HOSPITAL,Acute Care Hospitals,4,0,0,70758.0,8294.0
MIDMICHIGAN MEDICAL CENTER - ALPENA,Acute Care Hospitals,4,1,0,39943.0,21889.0
MCLAREN OAKLAND,Acute Care Hospitals,2,0,2,25989.0,17335.0
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Acute Care Hospitals,4,0,0,53460.0,29779.0
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,Acute Care Hospitals,1,0,3,49610.0,17898.0
ST PETERS HOSPITAL,Acute Care Hospitals,4,1,0,54936.0,30611.0
COMMUNITY MEDICAL CENTER,Acute Care Hospitals,3,1,0,60094.0,8229.0
BOZEMAN HEALTH DEACONESS HOSPITAL,Acute Care Hospitals,5,1,0,53649.0,35465.0
EXETER HOSPITAL INC,Acute Care Hospitals,4,1,0,84883.0,21679.0
CAPE REGIONAL MEDICAL CENTER INC,Acute Care Hospitals,3,0,0,70009.0,16648.0
SAINT MICHAEL'S MEDICAL CENTER,Acute Care Hospitals,3,0,1,24353.0,12986.0
ST MARY'S HEALTHCARE,Acute Care Hospitals,3,1,0,49553.0,28704.0
CANTON-POTSDAM HOSPITAL,Acute Care Hospitals,3,0,1,50000.0,17097.0
CHSLI ST JOSEPH HOSPITAL,Acute Care Hospitals,1,0,3,105011.0,22450.0
SCOTLAND MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,31069.0,25823.0
HOLZER MEDICAL CENTER,Acute Care Hospitals,2,0,2,44351.0,14556.0
SALEM REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,0,47846.0,25680.0
LICKING MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,44248.0,61813.0
GEISINGER-LEWISTOWN HOSPITAL,Acute Care Hospitals,5,0,0,43411.0,20934.0
GETTYSBURG HOSPITAL,Acute Care Hospitals,4,0,0,60188.0,28405.0
LEHIGH VALLEY HOSPITAL - HAZLETON,Acute Care Hospitals,3,0,2,40460.0,27074.0
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,Acute Care Hospitals,5,0,0,80110.0,26500.0
SOUTH COUNTY HOSPITAL INC,Acute Care Hospitals,5,1,0,79537.0,20736.0
SENTARA NORFOLK GENERAL HOSPITAL,Acute Care Hospitals,4,0,0,64700.0,7237.0
PROVIDENCE ST MARY MEDICAL CENTER,Acute Care Hospitals,5,2,1,52537.0,41321.0
PROVIDENCE CENTRALIA HOSPITAL,Acute Care Hospitals,3,1,0,41613.0,25114.0
OLYMPIC MEDICAL CENTER,Acute Care Hospitals,4,1,0,46872.0,23532.0
AURORA MEDICAL CTR OSHKOSH,Acute Care Hospitals,4,2,0,69032.0,21355.0
HAVASU REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,3,42493.0,17185.0
SEQUOIA HOSPITAL,Acute Care Hospitals,5,2,0,146450.0,27350.0
SETON MEDICAL CENTER,Acute Care Hospitals,4,0,2,86940.0,64580.0
PRESENCE MERCY MEDICAL CENTER,Acute Care Hospitals,4,0,1,60988.0,53582.0
TERRE HAUTE REGIONAL HOSPITAL,Acute Care Hospitals,3,0,1,42001.0,35325.0
SLIDELL MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,65109.0,37128.0
MEDSTAR UNION MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,1,43352.0,48815.0
LAKE REGIONAL HEALTH SYSTEM,Acute Care Hospitals,3,1,0,54204.0,6568.0
BENEFIS HOSPITALS INC,Acute Care Hospitals,4,2,0,42756.0,31381.0
PROMEDICA TOLEDO HOSPITAL,Acute Care Hospitals,5,1,1,39895.0,25449.0
STEWARD EASTON HOSPITAL,Acute Care Hospitals,4,0,0,53291.0,42140.0
BELOIT HEALTH SYSTEM,Acute Care Hospitals,3,0,0,43055.0,48721.0
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,Acute Care Hospitals,4,0,0,103625.0,35751.0
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,Acute Care Hospitals,4,0,0,66372.0,40174.0
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",Acute Care Hospitals,3,0,0,62232.0,50110.0
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,Acute Care Hospitals,3,0,0,57240.0,77819.0
KAISER FOUNDATION HOSPITAL - DOWNEY,Acute Care Hospitals,3,0,0,62402.0,42922.0
KAISER FOUNDATION HOSPITAL-SANTA CLARA,Acute Care Hospitals,5,1,0,113021.0,57087.0
KAISER FOUNDATION HOSPITAL - LOS ANGELES,Acute Care Hospitals,2,0,0,58344.0,45616.0
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,Acute Care Hospitals,4,0,0,47226.0,99791.0
KAISER FOUNDATION HOSPITAL - SACRAMENTO,Acute Care Hospitals,4,1,0,36615.0,34201.0
KAISER FOUNDATION HOSPITAL - SAN DIEGO,Acute Care Hospitals,4,0,0,88202.0,29392.0
KAISER SUNNYSIDE MEDICAL CENTER,Acute Care Hospitals,5,0,0,67873.0,21844.0
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,Acute Care Hospitals,3,1,0,81104.0,43436.0
VALLEYWISE HEALTH MEDICAL CENTER,Acute Care Hospitals,2,0,1,37696.0,60700.0
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Acute Care Hospitals,3,0,1,120601.0,38684.0
VICTOR VALLEY GLOBAL MEDICAL CENTER,Acute Care Hospitals,1,0,2,58063.0,57678.0
BAPTIST MEDICAL CENTER EAST,Acute Care Hospitals,4,0,1,60884.0,53172.0
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Acute Care Hospitals,2,0,1,68600.0,96177.0
ST PETERSBURG GENERAL HOSPITAL,Acute Care Hospitals,2,0,2,54984.0,34043.0
ST MARY'S MEDICAL CENTER,Acute Care Hospitals,2,0,0,37102.0,30218.0
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,Acute Care Hospitals,4,0,0,109747.0,73737.0
PALMDALE REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,1,1,60612.0,41320.0
ARROWHEAD REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,48578.0,58650.0
LAC+USC MEDICAL CENTER,Acute Care Hospitals,2,0,0,31683.0,48841.0
LAC/HARBOR-UCLA MED CENTER,Acute Care Hospitals,1,0,1,68676.0,18010.0
HEMET GLOBAL MEDICAL CENTER,Acute Care Hospitals,1,0,3,31447.0,37825.0
SCRIPPS GREEN HOSPITAL,Acute Care Hospitals,5,1,0,107094.0,39893.0
SOUTHWEST HEALTHCARE SYSTEM,Acute Care Hospitals,1,0,1,81500.0,63032.0
HIALEAH HOSPITAL,Acute Care Hospitals,3,0,3,31145.0,34180.0
MEMORIAL HOSPITAL OF TAMPA,Acute Care Hospitals,4,0,1,56830.0,18573.0
ST LUCIE MEDICAL CENTER,Acute Care Hospitals,1,0,7,43301.0,38936.0
WEST BOCA MEDICAL CENTER,Acute Care Hospitals,2,0,2,65041.0,41069.0
PALMS WEST HOSPITAL,Acute Care Hospitals,2,0,4,82265.0,25791.0
ST LUKES REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,59096.0,22549.0
BETH ISRAEL DEACONESS HOSPITAL - MILTON,Acute Care Hospitals,4,0,2,126000.0,27527.0
ST CHARLES HOSPITAL,Acute Care Hospitals,3,0,2,106840.0,8940.0
KETTERING MEDICAL CENTER - SYCAMORE,Acute Care Hospitals,4,1,1,58538.0,36474.0
DELAWARE COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,68509.0,31229.0
EXCELA HEALTH LATROBE HOSPITAL,Acute Care Hospitals,3,0,0,52790.0,26987.0
HCA HOUSTON HEALTHCARE SOUTHEAST,Acute Care Hospitals,2,0,2,40693.0,23327.0
PARK PLAZA HOSPITAL,Acute Care Hospitals,4,1,0,48592.0,37642.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,Acute Care Hospitals,4,0,0,115490.0,47056.0
CULLMAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,39078.0,9364.0
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,Acute Care Hospitals,2,0,0,38898.0,32822.0
ALASKA NATIVE MEDICAL CENTER,Acute Care Hospitals,2,0,2,62769.0,35564.0
BANNER CASA GRANDE MEDICAL CENTER,Acute Care Hospitals,2,0,1,46201.0,56298.0
ABRAZO CENTRAL CAMPUS,Acute Care Hospitals,3,0,0,33532.0,39395.0
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,Acute Care Hospitals,3,0,1,58823.0,40621.0
WESTERN ARIZONA REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,37529.0,33290.0
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Acute Care Hospitals,1,0,3,58344.0,45616.0
WHITE MEMORIAL MEDICAL CENTER,Acute Care Hospitals,2,0,4,31683.0,48841.0
VALLEY PRESBYTERIAN HOSPITAL,Acute Care Hospitals,2,0,3,51564.0,56200.0
ST BERNARDINE MEDICAL CENTER,Acute Care Hospitals,2,0,1,42051.0,60850.0
SAN GABRIEL VALLEY MEDICAL CENTER,Acute Care Hospitals,4,0,2,52051.0,38322.0
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,Acute Care Hospitals,3,0,3,97485.0,72763.0
KERN MEDICAL CENTER,Acute Care Hospitals,2,0,0,52512.0,70208.0
ADVENTIST HEALTH LODI MEMORIAL,Acute Care Hospitals,3,1,1,44499.0,48282.0
PIH HOSPITAL - DOWNEY,Acute Care Hospitals,4,0,1,64222.0,44097.0
EDEN MEDICAL CENTER,Acute Care Hospitals,3,0,0,85492.0,44285.0
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Acute Care Hospitals,4,0,0,103417.0,51309.0
SUTTER DELTA MEDICAL CENTER,Acute Care Hospitals,3,0,0,58823.0,66741.0
METHODIST HOSPITAL OF SACRAMENTO,Acute Care Hospitals,2,0,0,42182.0,78398.0
PALOMAR MEDICAL CENTER POWAY,Acute Care Hospitals,4,1,0,102292.0,49981.0
GARFIELD MEDICAL CENTER,Acute Care Hospitals,3,0,3,58056.0,33114.0
CENTURA HEALTH-ST ANTHONY HOSPITAL,Acute Care Hospitals,4,2,0,75215.0,33430.0
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,Acute Care Hospitals,5,1,0,114517.0,19779.0
MIDDLESEX HOSPITAL,Acute Care Hospitals,4,0,1,63914.0,46747.0
NORTH SHORE MEDICAL CENTER,Acute Care Hospitals,2,0,4,27231.0,28836.0
ADVENTHEALTH DELAND,Acute Care Hospitals,4,0,1,39624.0,30940.0
FLORIDA HOSPITAL ZEPHYRHILLS,Acute Care Hospitals,5,0,0,39133.0,19625.0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,Acute Care Hospitals,4,0,1,64412.0,57273.0
MORTON PLANT NORTH BAY HOSPITAL,Acute Care Hospitals,3,0,1,36329.0,23339.0
ADVENTHEALTH FISH MEMORIAL,Acute Care Hospitals,3,0,2,40931.0,22957.0
FLORIDA HOSPITAL FLAGLER,Acute Care Hospitals,4,0,1,49251.0,45739.0
NORTH OKALOOSA MEDICAL CENTER,Acute Care Hospitals,3,0,0,52990.0,29195.0
PALMS OF PASADENA HOSPITAL,Acute Care Hospitals,2,0,4,43861.0,24734.0
SOUTH FLORIDA BAPTIST HOSPITAL,Acute Care Hospitals,4,1,1,41347.0,27552.0
ADVENTHEALTH HEART OF FLORIDA,Acute Care Hospitals,2,0,2,52344.0,25218.0
LAKE CITY MEDICAL CENTER,Acute Care Hospitals,4,0,3,38684.0,16851.0
PALMETTO GENERAL HOSPITAL,Acute Care Hospitals,3,0,1,43579.0,52124.0
NORTHWEST MEDICAL CENTER,Acute Care Hospitals,2,0,1,44159.0,54383.0
GULF COAST MEDICAL CENTER LEE HEALTH,Acute Care Hospitals,4,1,2,69431.0,17648.0
GULF COAST REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,45147.0,32513.0
CAPE CORAL HOSPITAL,Acute Care Hospitals,4,1,4,50989.0,32633.0
REGIONAL MEDICAL CENTER BAYONET POINT,Acute Care Hospitals,1,0,4,40748.0,33930.0
SOUTH BAY HOSPITAL,Acute Care Hospitals,3,0,2,46434.0,21334.0
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Acute Care Hospitals,3,0,2,80473.0,30985.0
"VILLAGES REGIONAL HOSPITAL, THE",Acute Care Hospitals,2,0,3,44904.0,30742.0
ASCENSION ST VINCENT'S SOUTHSIDE,Acute Care Hospitals,4,2,1,50648.0,38120.0
ASCENSION ST VINCENT'S CLAY COUNTY,Acute Care Hospitals,5,3,0,58479.0,54614.0
ST MARY'S HOSPITAL,Acute Care Hospitals,3,0,0,44046.0,42338.0
CARTERSVILLE MEDICAL CENTER,Acute Care Hospitals,4,0,1,54257.0,40598.0
WELLSTAR PAULDING HOSPITAL,Acute Care Hospitals,4,1,1,60361.0,23259.0
WELLSTAR ATLANTA MEDICAL CENTER,Acute Care Hospitals,1,0,2,48802.0,21731.0
FAIRVIEW PARK HOSPITAL,Acute Care Hospitals,5,1,0,36117.0,27710.0
SOUTHERN REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,40681.0,35558.0
WELLSTAR DOUGLAS HOSPITAL,Acute Care Hospitals,3,0,0,51295.0,43474.0
WELLSTAR NORTH FULTON HOSPITAL,Acute Care Hospitals,3,0,1,72719.0,45847.0
EMORY JOHNS CREEK HOSPITAL,Acute Care Hospitals,3,0,1,99904.0,46546.0
ADVOCATE TRINITY HOSPITAL,Acute Care Hospitals,4,0,1,38417.0,81227.0
OSF SACRED HEART MEDICAL CENTER,Acute Care Hospitals,3,0,2,37404.0,35222.0
ADVOCATE BROMENN MEDICAL CENTER,Acute Care Hospitals,4,1,0,56461.0,54819.0
ST JOSEPH MEDICAL CENTER,Acute Care Hospitals,3,0,0,43841.0,36080.0
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,Acute Care Hospitals,5,0,0,88708.0,70103.0
COMMUNITY FIRST MEDICAL CENTER,Acute Care Hospitals,2,0,3,62223.0,74901.0
CLARK MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,1,51738.0,45802.0
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,Acute Care Hospitals,4,0,0,55025.0,17021.0
IU HEALTH WEST HOSPITAL,Acute Care Hospitals,5,1,0,85021.0,34276.0
METHODIST JENNIE EDMUNDSON,Acute Care Hospitals,4,1,0,64628.0,37194.0
PROVIDENCE MEDICAL CENTER,Acute Care Hospitals,3,0,1,46268.0,13475.0
FRANKFORT REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,53598.0,50573.0
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",Acute Care Hospitals,4,0,0,63948.0,27953.0
CARROLL HOSPITAL CENTER,Acute Care Hospitals,2,0,0,77227.0,37191.0
MEDSTAR HARBOR HOSPITAL,Acute Care Hospitals,2,0,2,41904.0,33001.0
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,Acute Care Hospitals,2,0,2,98737.0,20351.0
HOWARD COUNTY GENERAL HOSPITAL,Acute Care Hospitals,5,1,1,104018.0,43535.0
DOCTORS'  COMMUNITY HOSPITAL,Acute Care Hospitals,2,1,1,74700.0,40168.0
MEDSTAR GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,3,0,2,52811.0,32065.0
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,Acute Care Hospitals,3,1,1,104515.0,50260.0
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,Acute Care Hospitals,2,0,3,104925.0,38445.0
NORTH SHORE MEDICAL CENTER -,Acute Care Hospitals,4,0,2,65476.0,42991.0
HOLY FAMILY HOSPITAL,Acute Care Hospitals,2,0,2,73525.0,49587.0
MILFORD REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,2,75976.0,28694.0
GOOD SAMARITAN MEDICAL CENTER,Acute Care Hospitals,3,0,4,47724.0,61320.0
PROMEDICA MONROE REGIONAL HOSPITAL,Acute Care Hospitals,3,0,0,52747.0,28003.0
BEAUMONT HOSPITAL - WAYNE,Acute Care Hospitals,2,0,3,42055.0,17090.0
BEAUMONT HOSPITAL - TRENTON,Acute Care Hospitals,4,0,3,61479.0,42196.0
BEAUMONT HOSPITAL - TAYLOR,Acute Care Hospitals,2,0,3,44435.0,61648.0
FAIRVIEW RIDGES HOSPITAL,Acute Care Hospitals,5,0,1,67065.0,44947.0
HEALTHEAST ST JOHN'S HOSPITAL,Acute Care Hospitals,4,1,0,61100.0,34027.0
MERIT HEALTH RIVER REGION,Acute Care Hospitals,2,0,3,43250.0,14286.0
MERIT HEALTH CENTRAL,Acute Care Hospitals,2,0,2,29309.0,19072.0
MERIT HEALTH WESLEY,Acute Care Hospitals,3,0,2,59737.0,40923.0
CHI HEALTH LAKESIDE,Acute Care Hospitals,4,1,2,100676.0,20688.0
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,3,0,1,67477.0,50767.0
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,68538.0,37967.0
SOUTHERN NH MEDICAL CENTER,Acute Care Hospitals,4,1,2,49469.0,29861.0
PALISADES MEDICAL CENTER,Acute Care Hospitals,2,0,2,57269.0,63438.0
HUNTERDON MEDICAL CENTER,Acute Care Hospitals,4,0,3,107215.0,31067.0
CLARA MAASS MEDICAL CENTER,Acute Care Hospitals,3,0,1,67782.0,36344.0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,Acute Care Hospitals,4,0,2,116273.0,18180.0
INSPIRA MEDICAL CENTER WOODBURY,Acute Care Hospitals,2,1,2,68785.0,35641.0
CENTRASTATE MEDICAL CENTER,Acute Care Hospitals,2,0,2,86037.0,55497.0
BAYSHORE MEDICAL CENTER,Acute Care Hospitals,2,0,3,152294.0,16729.0
F F THOMPSON HOSPITAL,Acute Care Hospitals,4,0,2,58233.0,27609.0
KENMORE MERCY HOSPITAL,Acute Care Hospitals,3,0,1,52551.0,23078.0
PECONIC BAY MEDICAL CENTER,Acute Care Hospitals,4,0,2,59624.0,28897.0
LONG ISLAND COMMUNITY HOSPITAL,Acute Care Hospitals,1,0,2,70618.0,45495.0
"SAMARITAN HOSPITAL OF TROY, NEW YORK",Acute Care Hospitals,2,0,3,50669.0,53275.0
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,Acute Care Hospitals,3,0,3,106840.0,8940.0
UPMC CHAUTAUQUA AT WCA,Acute Care Hospitals,3,0,0,37883.0,39595.0
MERCY MEDICAL CENTER,Acute Care Hospitals,1,0,4,107111.0,27607.0
PLAINVIEW HOSPITAL,Acute Care Hospitals,2,0,2,134375.0,28373.0
ST CATHERINE OF SIENA HOSPITAL,Acute Care Hospitals,4,0,4,122917.0,35436.0
NOVANT HEALTH ROWAN MEDICAL CENTER,Acute Care Hospitals,3,0,2,36380.0,24596.0
MARYMOUNT HOSPITAL,Acute Care Hospitals,5,0,1,43049.0,28055.0
DOCTORS HOSPITAL,Acute Care Hospitals,3,0,0,43643.0,54594.0
UPPER VALLEY MEDICAL CENTER,Acute Care Hospitals,4,0,0,55582.0,35640.0
HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,Acute Care Hospitals,4,0,1,51803.0,33656.0
SOIN MEDICAL CENTER,Acute Care Hospitals,2,0,2,60753.0,27854.0
MERCY MEDICAL CENTER,Acute Care Hospitals,3,0,0,51039.0,30080.0
LEGACY MERIDIAN PARK MEDICAL CENTER,Acute Care Hospitals,5,2,0,73282.0,28476.0
ABINGTON HEALTH LANSDALE HOSPITAL,Acute Care Hospitals,4,1,0,81712.0,56300.0
CHESTNUT HILL HOSPITAL,Acute Care Hospitals,4,1,0,82712.0,10800.0
RIDDLE MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,95118.0,35513.0
UPMC HANOVER,Acute Care Hospitals,3,0,0,61194.0,51225.0
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,Acute Care Hospitals,4,0,1,64100.0,36956.0
MCLEOD LORIS  HOSPITAL,Acute Care Hospitals,4,1,0,35256.0,16701.0
SUMNER REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,58917.0,48248.0
TRISTAR SKYLINE MEDICAL CENTER,Acute Care Hospitals,2,0,3,35645.0,37560.0
WILLIAMSON MEDICAL CENTER,Acute Care Hospitals,5,0,0,104699.0,28773.0
REGIONAL ONE HEALTH,Acute Care Hospitals,1,0,2,64338.0,14038.0
TENNOVA HEALTH CARE-CLEVELAND,Acute Care Hospitals,2,0,1,34716.0,28075.0
TRISTAR SOUTHERN HILLS MEDICAL CENTER,Acute Care Hospitals,3,0,1,50209.0,78057.0
TRISTAR STONECREST MEDICAL CENTER,Acute Care Hospitals,3,0,1,62099.0,57611.0
SAINT FRANCIS BARTLETT MEDICAL CENTER,Acute Care Hospitals,4,0,0,70506.0,21308.0
ST JOSEPH MEDICAL CENTER,Acute Care Hospitals,4,1,0,72306.0,12370.0
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,Acute Care Hospitals,5,1,0,44079.0,54907.0
KNAPP MEDICAL CENTER,Acute Care Hospitals,4,0,0,34339.0,65013.0
ADVENTHEALTH CENTRAL TEXAS,Acute Care Hospitals,3,0,1,60892.0,50324.0
HARRIS HEALTH SYSTEM,Acute Care Hospitals,2,0,3,48681.0,22517.0
HUNT REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,2,34732.0,18830.0
HCA HOUSTON HEALTHCARE NORTHWEST,Acute Care Hospitals,2,0,0,39392.0,38361.0
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,Acute Care Hospitals,5,1,0,75420.0,67388.0
HOUSTON METHODIST CLEAR LAKE HOSPITAL,Acute Care Hospitals,4,0,1,51635.0,16669.0
RIO GRANDE REGIONAL HOSPITAL,Acute Care Hospitals,3,0,2,32968.0,22877.0
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,Acute Care Hospitals,3,0,2,86140.0,25842.0
JORDAN VALLEY MEDICAL CENTER,Acute Care Hospitals,2,2,0,67802.0,37742.0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,0,76460.0,42072.0
SOUTHSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,3,49872.0,19771.0
SENTARA CAREPLEX HOSPITAL,Acute Care Hospitals,3,0,1,52902.0,51871.0
INOVA FAIR OAKS HOSPITAL,Acute Care Hospitals,5,1,1,110519.0,40255.0
RESTON HOSPITAL CENTER,Acute Care Hospitals,4,0,1,107117.0,19355.0
SENTARA PRINCESS ANNE HOSPITAL,Acute Care Hospitals,4,1,2,99313.0,53787.0
BON SECOURS ST FRANCIS MEDICAL CENTER,Acute Care Hospitals,4,2,0,100047.0,18503.0
MULTICARE AUBURN MEDICAL CENTER,Acute Care Hospitals,3,1,0,77083.0,32789.0
SWEDISH EDMONDS HOSPITAL,Acute Care Hospitals,3,1,0,83965.0,36050.0
MULTICARE GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,2,0,1,69865.0,24907.0
CAPITAL MEDICAL CENTER,Acute Care Hospitals,3,0,3,62689.0,32889.0
ST FRANCIS COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,1,53023.0,48065.0
AURORA MEDICAL CENTER KENOSHA,Acute Care Hospitals,5,1,0,66607.0,31700.0
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,Acute Care Hospitals,3,0,2,55742.0,77487.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,Acute Care Hospitals,5,0,1,100861.0,74414.0
NORTH ALABAMA MEDICAL CENTER,Acute Care Hospitals,2,1,1,32702.0,32971.0
ST. VINCENT'S EAST,Acute Care Hospitals,2,0,3,52175.0,19630.0
SHELBY BAPTIST MEDICAL CENTER,Acute Care Hospitals,4,1,1,69691.0,26215.0
HELEN KELLER HOSPITAL,Acute Care Hospitals,3,0,0,33463.0,9007.0
GADSDEN REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,2,34409.0,17281.0
PRINCETON BAPTIST MEDICAL CENTER,Acute Care Hospitals,3,0,2,30941.0,25095.0
ST. MARY'S HOSPITAL,Acute Care Hospitals,3,1,0,48172.0,38005.0
YAVAPAI REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,2,2,48413.0,22147.0
FLAGSTAFF MEDICAL CENTER,Acute Care Hospitals,4,1,1,52739.0,44819.0
ABRAZO ARROWHEAD HOSPITAL,Acute Care Hospitals,3,0,0,74060.0,66295.0
"MOUNTAIN VISTA MEDICAL CENTER, LP",Acute Care Hospitals,2,0,0,59424.0,41052.0
NATIONAL PARK MEDICAL CENTER,Acute Care Hospitals,1,0,2,35762.0,30275.0
KAWEAH DELTA MEDICAL CENTER,Acute Care Hospitals,2,0,3,51054.0,56627.0
GLENDALE MEM HOSPITAL & HLTH CENTER,Acute Care Hospitals,5,0,2,44304.0,18318.0
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,Acute Care Hospitals,3,0,1,44953.0,28486.0
PALOMAR HEALTH DOWNTOWN CAMPUS,Acute Care Hospitals,3,0,0,55703.0,53470.0
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,54476.0,67094.0
STANFORD HEALTH CARE - VALLEYCARE,Acute Care Hospitals,4,2,1,136734.0,35707.0
SUTTER SANTA ROSA REGIONAL HOSPITAL,Acute Care Hospitals,5,5,0,68550.0,46288.0
